Date Time,Sensor1-Reading-A (°),Sensor1-RawReading-A (V),Sensor1-Reading-B (°),Sensor1-RawReading-B (V),Sensor1-Reading-Temperature (Ω),Sensor1-RawReading-Temperature (Ω)
2021/02/26 15:50:00,5.4796,5.4796,0.5174,0.5174,3527.47875976562,3527.47875976562
2021/02/26 15:55:00,0.102,0.102,-1.1329,-1.1329,3501.19311523438,3501.19311523438
2021/02/26 16:00:00,0.105,0.105,-1.1303,-1.1303,3488.19311523438,3488.19311523438
2021/02/26 16:05:00,0.1059,0.1059,-1.1284,-1.1284,3494.41284179688,3494.41284179688
2021/02/26 15:45:00,5.48,5.48,0.527,0.527,3522.46435546875,3522.46435546875
2021/02/26 16:10:00,0.1067,0.1067,-1.1283,-1.1283,3503.18237304688,3503.18237304688
2021/02/26 16:15:00,0.1069,0.1069,-1.1272,-1.1272,3511.9912109375,3511.9912109375
2021/02/26 16:20:00,0.107,0.107,-1.127,-1.127,3520.36645507812,3520.36645507812
2021/02/26 16:25:00,0.1075,0.1075,-1.1263,-1.1263,3528.38647460938,3528.38647460938
2021/02/26 16:30:00,0.1084,0.1084,-1.1257,-1.1257,3535.7197265625,3535.7197265625
2021/02/26 16:35:00,0.1082,0.1082,-1.1254,-1.1254,3542.455078125,3542.455078125
2021/02/26 15:40:00,5.4794,5.4794,0.5499,0.5499,3511.08129882812,3511.08129882812
2021/02/26 16:40:00,0.1083,0.1083,-1.1251,-1.1251,3548.78857421875,3548.78857421875
2021/02/26 16:45:00,0.1087,0.1087,-1.1245,-1.1245,3554.97021484375,3554.97021484375
2021/02/26 16:50:00,0.1087,0.1087,-1.1242,-1.1242,3560.6025390625,3560.6025390625
2021/02/26 16:55:00,0.1089,0.1089,-1.1246,-1.1246,3566.16015625,3566.16015625
2021/02/26 17:00:00,0.109,0.109,-1.1236,-1.1236,3571.66748046875,3571.66748046875
2021/02/26 17:05:00,0.109,0.109,-1.1236,-1.1236,3577.193359375,3577.193359375
2021/02/26 17:10:00,0.1098,0.1098,-1.1236,-1.1236,3582.48510742188,3582.48510742188
2021/02/26 15:35:00,5.4796,5.4796,1.0407,1.0407,3520.88232421875,3520.88232421875
2021/02/26 17:15:00,0.1095,0.1095,-1.1234,-1.1234,3587.71435546875,3587.71435546875
2021/02/26 17:20:00,0.1096,0.1096,-1.1231,-1.1231,3592.96557617188,3592.96557617188
2021/02/26 17:25:00,0.1095,0.1095,-1.1226,-1.1226,3597.8720703125,3597.8720703125
2021/02/26 17:30:00,0.1098,0.1098,-1.1228,-1.1228,3602.71459960938,3602.71459960938
2021/02/26 17:35:00,0.1099,0.1099,-1.122,-1.122,3607.25170898438,3607.25170898438
2021/02/26 17:40:00,0.11,0.11,-1.1227,-1.1227,3611.95288085938,3611.95288085938
2021/02/26 15:30:00,5.479,5.479,1.04,1.04,3525.69140625,3525.69140625
2021/02/26 17:45:00,0.1101,0.1101,-1.1223,-1.1223,3616.50732421875,3616.50732421875
2021/02/26 17:50:00,0.1101,0.1101,-1.1214,-1.1214,3621.05419921875,3621.05419921875
2021/02/26 17:55:00,0.11,0.11,-1.1214,-1.1214,3625.36791992188,3625.36791992188
2021/02/26 18:00:00,0.11,0.11,-1.1221,-1.1221,3629.6826171875,3629.6826171875
2021/02/26 18:05:00,0.1094,0.1094,-1.1211,-1.1211,3633.67626953125,3633.67626953125
2021/02/26 18:10:00,0.1104,0.1104,-1.1213,-1.1213,3633.18432617188,3633.18432617188
2021/02/26 15:25:00,5.4793,5.4793,1.0401,1.0401,3531.75268554688,3531.75268554688
2021/02/26 18:15:00,0.1096,0.1096,-1.1218,-1.1218,3604.92358398438,3604.92358398438
2021/02/26 18:20:00,0.11,0.11,-1.1216,-1.1216,3561.34838867188,3561.34838867188
2021/02/26 18:25:00,0.1106,0.1106,-1.1208,-1.1208,3517.2685546875,3517.2685546875
2021/02/26 18:30:00,0.1111,0.1111,-1.1206,-1.1206,3476.12036132812,3476.12036132812
2021/02/26 18:35:00,0.1116,0.1116,-1.1203,-1.1203,3436.97900390625,3436.97900390625
2021/02/26 18:40:00,0.1122,0.1122,-1.1206,-1.1206,3407.83520507812,3407.83520507812
2021/02/26 15:20:00,5.4793,5.4793,1.0399,1.0399,3539.71435546875,3539.71435546875
2021/02/26 18:45:00,0.1135,0.1135,-1.1201,-1.1201,3389.72998046875,3389.72998046875
2021/02/26 18:50:00,0.1137,0.1137,-1.1197,-1.1197,3379.57934570312,3379.57934570312
2021/02/26 18:55:00,0.1139,0.1139,-1.1199,-1.1199,3376.35498046875,3376.35498046875
2021/02/26 19:00:00,0.1143,0.1143,-1.1188,-1.1188,3377.86108398438,3377.86108398438
2021/02/26 19:05:00,0.1143,0.1143,-1.1187,-1.1187,3382.34692382812,3382.34692382812
2021/02/26 19:10:00,0.1146,0.1146,-1.1189,-1.1189,3389.22827148438,3389.22827148438
2021/02/26 19:15:00,0.1144,0.1144,-1.1188,-1.1188,3397.40991210938,3397.40991210938
2021/02/26 19:20:00,0.1146,0.1146,-1.1187,-1.1187,3406.25830078125,3406.25830078125
2021/02/26 15:15:00,5.479,5.479,1.0404,1.0404,3553.431640625,3553.431640625
2021/02/26 19:25:00,0.1146,0.1146,-1.1183,-1.1183,3415.26196289062,3415.26196289062
2021/02/26 19:30:00,0.1146,0.1146,-1.1181,-1.1181,3424.43969726562,3424.43969726562
2021/02/26 19:35:00,0.1146,0.1146,-1.1177,-1.1177,3433.89379882812,3433.89379882812
2021/02/26 19:40:00,0.1148,0.1148,-1.1182,-1.1182,3443.3515625,3443.3515625
2021/02/26 15:10:00,5.4787,5.4787,1.0388,1.0388,3572.70874023438,3572.70874023438
2021/02/26 19:45:00,0.1146,0.1146,-1.1178,-1.1178,3452.435546875,3452.435546875
2021/02/26 19:50:00,0.1146,0.1146,-1.1176,-1.1176,3461.16284179688,3461.16284179688
2021/02/26 19:55:00,0.1145,0.1145,-1.1177,-1.1177,3469.71166992188,3469.71166992188
2021/02/26 20:00:00,0.1142,0.1142,-1.1172,-1.1172,3477.75415039062,3477.75415039062
2021/02/26 20:05:00,0.1144,0.1144,-1.1175,-1.1175,3485.6494140625,3485.6494140625
2021/02/26 20:10:00,0.1143,0.1143,-1.1176,-1.1176,3493.33374023438,3493.33374023438
2021/02/26 20:15:00,0.1145,0.1145,-1.1174,-1.1174,3500.5302734375,3500.5302734375
2021/02/26 15:05:00,5.4789,5.4789,1.0373,1.0373,3597.11108398438,3597.11108398438
2021/02/26 20:20:00,0.1141,0.1141,-1.1176,-1.1176,3500.185546875,3500.185546875
2021/02/26 20:25:00,0.1135,0.1135,-1.1178,-1.1178,3479.69555664062,3479.69555664062
2021/02/26 15:00:00,5.4789,5.4789,1.0396,1.0396,3637.42749023438,3637.42749023438
2021/02/26 20:30:00,0.1138,0.1138,-1.1174,-1.1174,3456.61181640625,3456.61181640625
2021/02/26 20:35:00,0.1147,0.1147,-1.1166,-1.1166,3429.76245117188,3429.76245117188
2021/02/26 20:40:00,0.1146,0.1146,-1.1162,-1.1162,3403.74780273438,3403.74780273438
2021/02/26 20:45:00,0.1151,0.1151,-1.1156,-1.1156,3375.03686523438,3375.03686523438
2021/02/26 20:50:00,0.1153,0.1153,-1.1155,-1.1155,3353.03173828125,3353.03173828125
2021/02/26 20:55:00,0.1155,0.1155,-1.1155,-1.1155,3332.40551757812,3332.40551757812
2021/02/26 21:00:00,1.3598,0.1161,-1.115,-1.115,3319.02368164062,3319.02368164062
2021/02/26 21:05:00,1.3624,0.1169,-2.0072,-1.1154
2021/02/26 21:10:00,1.3624,0.1169,-2.0066,-1.1152
2021/02/26 21:15:00,1.3631,0.1171,-2.0053,-1.1148
2021/02/26 21:20:00,1.3634,0.1172,-2.0053,-1.1148
2021/02/26 21:25:00,1.3634,0.1172,-2.0046,-1.1146
2021/02/26 21:30:00,1.3621,0.1168,-2.0062,-1.1151
2021/02/26 21:35:00,1.3624,0.1169,-2.0059,-1.115
2021/02/26 21:40:00,1.3615,0.1166,-2.0036,-1.1143
2021/02/26 21:45:00,1.3624,0.1169,-2.0049,-1.1147
2021/02/26 21:50:00,1.3631,0.1171,-2.0059,-1.115
2021/02/26 21:55:00,1.3618,0.1167,-2.0039,-1.1144
2021/02/26 22:00:00,1.3624,0.1169,-2.0046,-1.1146
2021/02/26 22:05:00,1.3611,0.1165,-2.0046,-1.1146
2021/02/26 22:10:00,1.3611,0.1165,-2.0053,-1.1148
2021/02/26 22:15:00,1.3608,0.1164,-2.0036,-1.1143
2021/02/26 22:20:00,1.3634,0.1172,-2.0053,-1.1148
2021/02/26 22:25:00,1.3605,0.1163,-2.0036,-1.1143
2021/02/26 22:30:00,1.3598,0.1161,-2.0023,-1.1139
2021/02/26 22:35:00,1.3598,0.1161,-2.0046,-1.1146
2021/02/26 22:40:00,1.3605,0.1163,-2.0039,-1.1144
2021/02/26 22:45:00,1.3592,0.1159,-2.0036,-1.1143
2021/02/26 22:50:00,1.3595,0.116,-2.0039,-1.1144
2021/02/26 22:55:00,1.3588,0.1158,-2.0026,-1.114
2021/02/26 23:00:00,1.3595,0.116,-2.003,-1.1141
2021/02/26 23:05:00,1.3592,0.1159,-2.0043,-1.1145
2021/02/26 23:10:00,1.3592,0.1159,-2.0026,-1.114
2021/02/26 23:15:00,1.3592,0.1159,-2.0043,-1.1145
2021/02/26 23:20:00,1.3595,0.116,-2.0033,-1.1142
2021/02/26 23:25:00,1.3579,0.1155,-2.002,-1.1138
2021/02/26 23:30:00,1.3595,0.116,-2.0036,-1.1143
2021/02/26 23:35:00,1.3588,0.1158,-2.0036,-1.1143
2021/02/26 23:40:00,1.3585,0.1157,-2.003,-1.1141
2021/02/26 23:45:00,1.3582,0.1156,-2.0033,-1.1142
2021/02/26 23:50:00,1.3585,0.1157,-2.003,-1.1141
2021/02/26 23:55:00,1.3582,0.1156,-2.002,-1.1138
2021/02/27 00:00:00,1.3575,0.1154,-2.003,-1.1141
2021/02/27 00:05:00,1.3579,0.1155,-2.0026,-1.114
2021/02/27 00:10:00,1.3579,0.1155,-2.0026,-1.114
2021/02/27 00:15:00,1.3579,0.1155,-2.0033,-1.1142
2021/02/27 00:20:00,1.3582,0.1156,-2.003,-1.1141
2021/02/27 00:25:00,1.3575,0.1154,-2.002,-1.1138
2021/02/27 00:30:00,1.3579,0.1155,-2.0039,-1.1144
2021/02/27 00:35:00,1.3579,0.1155,-2.0016,-1.1137
2021/02/27 00:40:00,1.3579,0.1155,-2.0023,-1.1139
2021/02/27 00:45:00,1.3579,0.1155,-2.0013,-1.1136
2021/02/27 00:50:00,1.3582,0.1156,-2.0016,-1.1137
2021/02/27 00:55:00,1.3569,0.1152,-2.0007,-1.1134
2021/02/27 01:00:00,1.3575,0.1154,-2.0016,-1.1137
2021/02/27 01:05:00,1.3585,0.1157,-2.002,-1.1138
2021/02/27 01:10:00,1.3575,0.1154,-2.0023,-1.1139
2021/02/27 01:15:00,1.3579,0.1155,-2.0013,-1.1136
2021/02/27 01:20:00,1.3572,0.1153,-2.0016,-1.1137
2021/02/27 01:25:00,1.3585,0.1157,-2.0016,-1.1137
2021/02/27 01:30:00,1.3575,0.1154,-2.001,-1.1135
2021/02/27 01:35:00,1.3579,0.1155,-2.001,-1.1135
2021/02/27 01:40:00,1.3575,0.1154,-2.0013,-1.1136
2021/02/27 01:45:00,1.3572,0.1153,-2.0007,-1.1134
2021/02/27 01:50:00,1.3572,0.1153,-2.0007,-1.1134
2021/02/27 01:55:00,1.3572,0.1153,-2.002,-1.1138
2021/02/27 02:00:00,1.3575,0.1154,-2.0013,-1.1136
2021/02/27 02:05:00,1.3569,0.1152,-2,-1.1132
2021/02/27 02:10:00,1.3579,0.1155,-1.9993,-1.113
2021/02/27 02:15:00,1.3579,0.1155,-2.0007,-1.1134
2021/02/27 02:20:00,1.3562,0.115,-1.9997,-1.1131
2021/02/27 02:25:00,1.3572,0.1153,-2.001,-1.1135
2021/02/27 02:30:00,1.3569,0.1152,-1.9997,-1.1131
2021/02/27 02:35:00,1.3569,0.1152,-2.0007,-1.1134
2021/02/27 02:40:00,1.3569,0.1152,-2,-1.1132
2021/02/27 02:45:00,1.3556,0.1148,-2.0003,-1.1133
2021/02/27 02:50:00,1.3569,0.1152,-2,-1.1132
2021/02/27 02:55:00,1.3565,0.1151,-1.999,-1.1129
2021/02/27 03:00:00,1.3572,0.1153,-1.9997,-1.1131
2021/02/27 03:05:00,1.3569,0.1152,-1.9997,-1.1131
2021/02/27 03:10:00,1.3565,0.1151,-2,-1.1132
2021/02/27 03:15:00,1.3569,0.1152,-2.0003,-1.1133
2021/02/27 03:20:00,1.3569,0.1152,-1.9993,-1.113
2021/02/27 03:25:00,1.3565,0.1151,-1.9997,-1.1131
2021/02/27 03:30:00,1.3562,0.115,-2.001,-1.1135
2021/02/27 03:35:00,1.3565,0.1151,-1.9993,-1.113
2021/02/27 03:40:00,1.3556,0.1148,-1.998,-1.1126
2021/02/27 03:45:00,1.3559,0.1149,-1.999,-1.1129
2021/02/27 03:50:00,1.3565,0.1151,-1.9997,-1.1131
2021/02/27 03:55:00,1.3565,0.1151,-1.9993,-1.113
2021/02/27 04:00:00,1.3562,0.115,-1.9997,-1.1131
2021/02/27 04:05:00,1.3572,0.1153,-2,-1.1132
2021/02/27 04:10:00,1.3565,0.1151,-1.9984,-1.1127
2021/02/27 04:15:00,1.3565,0.1151,-1.999,-1.1129
2021/02/27 04:20:00,1.3565,0.1151,-1.9993,-1.113
2021/02/27 04:25:00,1.3579,0.1155,-1.9987,-1.1128
2021/02/27 04:30:00,1.3565,0.1151,-1.999,-1.1129
2021/02/27 04:35:00,1.3569,0.1152,-1.999,-1.1129
2021/02/27 04:40:00,1.3572,0.1153,-1.9987,-1.1128
2021/02/27 04:45:00,1.3565,0.1151,-1.9987,-1.1128
2021/02/27 04:50:00,1.3572,0.1153,-1.999,-1.1129
2021/02/27 04:55:00,1.3569,0.1152,-1.998,-1.1126
2021/02/27 05:00:00,1.3565,0.1151,-1.998,-1.1126
2021/02/27 05:05:00,1.3562,0.115,-1.9974,-1.1124
2021/02/27 05:10:00,1.3562,0.115,-1.9987,-1.1128
2021/02/27 05:15:00,1.3565,0.1151,-1.9977,-1.1125
2021/02/27 05:20:00,1.3572,0.1153,-1.9984,-1.1127
2021/02/27 05:25:00,1.3569,0.1152,-1.9984,-1.1127
2021/02/27 05:30:00,1.3572,0.1153,-1.998,-1.1126
2021/02/27 05:35:00,1.3569,0.1152,-1.998,-1.1126
2021/02/27 05:40:00,1.3575,0.1154,-1.9977,-1.1125
2021/02/27 05:45:00,1.3565,0.1151,-1.999,-1.1129
2021/02/27 05:50:00,1.3559,0.1149,-1.9974,-1.1124
2021/02/27 05:55:00,1.3552,0.1147,-2.0007,-1.1134
2021/02/27 06:00:00,1.3526,0.1139,-1.998,-1.1126
2021/02/27 06:05:00,1.3533,0.1141,-1.9977,-1.1125
